,Country_Name,Country_Code,Year,Region,Income_Group,Indicator_Name,Value
2097,Japan,JPN,2010,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3150.0791676426966
2098,India,IND,2004,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,288.3736915925575
2099,Japan,JPN,2008,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3210.813826007515
2100,Japan,JPN,1995,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3206.0278946697263
2101,Japan,JPN,1994,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3178.5528447490756
2102,India,IND,2003,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,273.7514842538419
2103,Japan,JPN,2009,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,2987.983084336223
2104,Japan,JPN,2011,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3241.2795600509994
2105,India,IND,2002,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,270.99996096558175
2106,Japan,JPN,1993,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3013.6015909764533
2107,Japan,JPN,2013,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3376.1654439169815
2108,Japan,JPN,1992,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3059.447980711274
2109,Japan,JPN,2012,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3347.1079613567404
2110,India,IND,2001,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,264.7847312653354
2111,Japan,JPN,1991,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,2998.046578038787
2112,Japan,JPN,2014,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3276.6596216097264
2113,India,IND,2000,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,265.9265080777734
2114,Japan,JPN,1990,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3004.01488524272
2115,India,IND,1999,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,263.33685829320103
2116,India,IND,1998,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,247.75246553111262
2117,India,IND,1997,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,245.47357990482556
2118,India,IND,1996,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,236.86928509914023
2119,India,IND,1995,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,231.00867977794195
2120,Germany,DEU,1990,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3839.419430927151
2121,India,IND,1994,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,215.36504368940382
2122,Germany,DEU,1996,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3648.1585367611856
2123,Germany,DEU,2001,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3519.6014082587253
2124,Germany,DEU,2006,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3417.202047220991
2125,Germany,DEU,1997,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3557.2786690658254
2126,Germany,DEU,1991,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3747.6617936464427
2127,Germany,DEU,1998,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3547.46101923411
2128,Germany,DEU,2004,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3397.0880769438663
2129,Germany,DEU,2002,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3421.4008753584326
2130,India,IND,1993,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,207.61591692566824
2131,Germany,DEU,1992,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3602.270326978871
2132,Germany,DEU,2003,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3397.584401884618
2133,Germany,DEU,2005,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3345.0349997602775
2134,Germany,DEU,2000,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3423.5341358779115
2135,Germany,DEU,1995,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3535.1444171947765
2136,Germany,DEU,1999,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3424.3440180804314
2137,Germany,DEU,1993,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3545.9021247662367
2138,Germany,DEU,1994,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3517.2581349513666
2139,Germany,DEU,2008,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3261.8501717273575
2140,India,IND,1992,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,203.57905342813518
2141,Germany,DEU,2007,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3239.347105278931
2142,Germany,DEU,2010,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3180.0903873500765
2143,India,IND,1991,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,196.77862030008612
2144,Germany,DEU,2013,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3194.4962902814136
2145,Germany,DEU,2012,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3125.7980536922814
2146,Germany,DEU,2011,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3110.179381788219
2147,Germany,DEU,2009,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3031.1678277878077
2148,Germany,DEU,2014,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3012.6290124409616
2149,India,IND,1990,South Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,188.21457637903367
2150,Brazil,BRA,2014,Latin America & Caribbean,Upper middle income,per Capita Energy Use from Fossil Fuels,883.9774678849878
2151,Brazil,BRA,2013,Latin America & Caribbean,Upper middle income,per Capita Energy Use from Fossil Fuels,847.6887242987196
2152,Brazil,BRA,2012,Latin America & Caribbean,Upper middle income,per Capita Energy Use from Fossil Fuels,799.4505690809415
2153,Canada,CAN,2014,North America,High income,per Capita Energy Use from Fossil Fuels,5780.667534205001
2154,Canada,CAN,2008,North America,High income,per Capita Energy Use from Fossil Fuels,6152.388907814508
2155,Canada,CAN,2011,North America,High income,per Capita Energy Use from Fossil Fuels,5909.278335324447
2156,Canada,CAN,2013,North America,High income,per Capita Energy Use from Fossil Fuels,5666.356373525442
2157,Canada,CAN,2005,North America,High income,per Capita Energy Use from Fossil Fuels,6379.281499892395
2158,France,FRA,2005,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2242.05916248972
2159,Canada,CAN,2007,North America,High income,per Capita Energy Use from Fossil Fuels,6138.324623487623
2160,Canada,CAN,2004,North America,High income,per Capita Energy Use from Fossil Fuels,6358.329157620597
2161,Brazil,BRA,2011,Latin America & Caribbean,Upper middle income,per Capita Energy Use from Fossil Fuels,746.056873858213
2162,France,FRA,2004,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2254.757008547067
2163,Canada,CAN,2012,North America,High income,per Capita Energy Use from Fossil Fuels,5756.711355939366
2164,"Korea, Rep.",KOR,2014,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,4358.099022834194
2165,Canada,CAN,2006,North America,High income,per Capita Energy Use from Fossil Fuels,6143.957138296582
2166,France,FRA,2006,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2173.693476859096
2167,Brazil,BRA,2010,Latin America & Caribbean,Upper middle income,per Capita Energy Use from Fossil Fuels,726.6344449978195
2168,France,FRA,2003,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2250.534003760633
2169,Canada,CAN,2010,North America,High income,per Capita Energy Use from Fossil Fuels,5871.437133642761
2170,France,FRA,2008,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2089.9643633281794
2171,Canada,CAN,2003,North America,High income,per Capita Energy Use from Fossil Fuels,6385.051169844751
2172,"Korea, Rep.",KOR,2013,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,4403.224873486708
2173,"Korea, Rep.",KOR,2012,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,4367.8898023864695
2174,France,FRA,2007,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2127.1310788122514
2175,Canada,CAN,2009,North America,High income,per Capita Energy Use from Fossil Fuels,5852.986992287438
2176,France,FRA,2010,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2001.8516011032546
2177,France,FRA,2002,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2231.619001526501
2178,France,FRA,2001,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2267.391112457247
2179,"Korea, Rep.",KOR,2011,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,4316.492872427652
2180,Canada,CAN,2000,North America,High income,per Capita Energy Use from Fossil Fuels,6289.938385040865
2181,France,FRA,2009,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,1990.0592107179718
2182,France,FRA,2013,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,1860.9348201407372
2183,Ukraine,UKR,1991,Europe & Central Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,4447.9906539360245
2184,Ukraine,UKR,1990,Europe & Central Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,4459.864544028491
2185,France,FRA,2012,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,1880.423024043288
2186,France,FRA,2000,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2183.7777960188814
2187,France,FRA,2011,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,1872.6388155853
2188,Canada,CAN,2002,North America,High income,per Capita Energy Use from Fossil Fuels,6008.468888104523
2189,France,FRA,1996,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2257.2464238044927
2190,"Korea, Rep.",KOR,2010,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,4181.171988310476
2191,Canada,CAN,2001,North America,High income,per Capita Energy Use from Fossil Fuels,6135.309153808615
2192,France,FRA,1998,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2274.8537523931504
2193,France,FRA,1999,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2227.4757165298956
2194,Brazil,BRA,2008,Latin America & Caribbean,Upper middle income,per Capita Energy Use from Fossil Fuels,680.5015917222512
2195,Canada,CAN,1999,North America,High income,per Capita Energy Use from Fossil Fuels,6132.342427882821
2196,France,FRA,1997,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2142.071701649303
2197,France,FRA,2014,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,1691.4471087140132
2198,Canada,CAN,1997,North America,High income,per Capita Energy Use from Fossil Fuels,6020.922760916994
2199,Brazil,BRA,2009,Latin America & Caribbean,Upper middle income,per Capita Energy Use from Fossil Fuels,636.4404887281869
2200,Canada,CAN,1998,North America,High income,per Capita Energy Use from Fossil Fuels,6031.46292677545
2201,Canada,CAN,1996,North America,High income,per Capita Energy Use from Fossil Fuels,5898.115576183873
2202,"Iran, Islamic Rep.",IRN,2014,Middle East & North Africa,Lower middle income,per Capita Energy Use from Fossil Fuels,3030.4736018305084
2203,France,FRA,1995,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2132.9625266938056
2204,France,FRA,1991,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2342.7650930785426
2205,France,FRA,1993,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2168.7919002426074
2206,Brazil,BRA,2007,Latin America & Caribbean,Upper middle income,per Capita Energy Use from Fossil Fuels,652.1554925093656
2207,Canada,CAN,1995,North America,High income,per Capita Energy Use from Fossil Fuels,5787.03683132706
2208,France,FRA,1992,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2220.5565981848176
2209,Canada,CAN,1994,North America,High income,per Capita Energy Use from Fossil Fuels,5705.207187849466
2210,"Korea, Rep.",KOR,2009,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3796.7958844674486
2211,France,FRA,1994,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2045.1648316455178
2212,"Korea, Rep.",KOR,2008,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3757.9619269163713
2213,United Kingdom,GBR,1996,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3397.5515649350723
2214,Indonesia,IDN,2014,East Asia & Pacific,Lower middle income,per Capita Energy Use from Fossil Fuels,584.1790889372755
2215,France,FRA,1990,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,2236.9648550384427
2216,United Kingdom,GBR,2001,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3324.263633866849
2217,United Kingdom,GBR,2000,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3346.99810913149
2218,Canada,CAN,1993,North America,High income,per Capita Energy Use from Fossil Fuels,5639.6827946710655
2219,Brazil,BRA,2006,Latin America & Caribbean,Upper middle income,per Capita Energy Use from Fossil Fuels,632.6045677009641
2220,United Kingdom,GBR,2005,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3249.8008069574007
2221,United Kingdom,GBR,2003,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3314.601681137862
2222,"Korea, Rep.",KOR,2007,East Asia & Pacific,High income,per Capita Energy Use from Fossil Fuels,3735.0381045886525
2223,United Kingdom,GBR,1999,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3301.042904366015
2224,United Kingdom,GBR,2004,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3274.037024630215
2225,United Kingdom,GBR,1998,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3286.0980672657565
2226,"Iran, Islamic Rep.",IRN,2013,Middle East & North Africa,Lower middle income,per Capita Energy Use from Fossil Fuels,2859.030344187164
2227,Ukraine,UKR,1992,Europe & Central Asia,Lower middle income,per Capita Energy Use from Fossil Fuels,3817.3849097993457
2228,United Kingdom,GBR,1997,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3261.2716706705924
2229,United Kingdom,GBR,2006,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3188.7587058781373
2230,United Kingdom,GBR,2002,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3263.2634815023125
2231,Indonesia,IDN,2013,East Asia & Pacific,Lower middle income,per Capita Energy Use from Fossil Fuels,563.7789439185545
2232,"Iran, Islamic Rep.",IRN,2012,Middle East & North Africa,Lower middle income,per Capita Energy Use from Fossil Fuels,2849.9554956937263
2233,United Kingdom,GBR,1995,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3270.7119198649084
2234,United Kingdom,GBR,1994,Europe & Central Asia,High income,per Capita Energy Use from Fossil Fuels,3276.781712565872
2235,Canada,CAN,1992,North America,High income,per Capita Energy Use from Fossil Fuels,5582.401122487885
